feature,importance
Bradley_Beal,0.0010227642514099879
Sam_Merrill,0.0010092225808633474
Reed_Sheppard,0.0010075790442277482
John_Collins,0.0010061609130635764
Dario_Saric,0.0010032157058393438
Doug_McDermott,0.000989693155805564
Kobe_Brown,0.0009822484600875536
Zeke_Nnaji,0.000980553223227018
Dorian_Finney-Smith,0.0009762648828898757
Bogdan_Bogdanovic,0.0009707186968303648
Bennedict_Mathurin,0.0009640762924868526
Isaac_Okoro,0.0009608124902028089
Alec_Burks,0.0009603550915585578
Quinten_Post,0.0009537051607890657
Jabari_Walker,0.0009490103241109876
Blake_Wesley,0.0009446401061595475
Jabari_Smith_Jr.,0.0009428007962408584
Karlo_Matkovic,0.000934703444638305
Tyrese_Maxey,0.0009295942072111694
Jalen_Duren,0.0009279734164315187
Marcus_Sasser,0.0009229138031511312
Franz_Wagner,0.0009206190904437955
Julius_Randle,0.0009171499797807842
Pat_Connaughton,0.0009162433824332864
Jacob_Gilyard,0.0009023277190951007
Jaxson_Hayes,0.0009013828141454812
Bones_Hyland,0.0008968621638491995
Jalen_Suggs,0.0008847746449028336
Cam_Reddish,0.0008741071849436824
Precious_Achiuwa,0.0008684437397801019
Alex_Len,0.0008666416423821394
Paolo_Banchero,0.0008651848906727276
Miles_Bridges,0.0008556717716025619
Trae_Young,0.000855610181244698
Dean_Wade,0.0008503313205353103
Al_Horford,0.0008399062281279861
Luke_Kennard,0.000839234287226772
Nick_Smith_Jr.,0.0008379359612982919
Johnny_Davis,0.0008325018173902262
Jonathan_Kuminga,0.0008320626925622959
Troy_Brown_Jr.,0.0008287593838932822
Justin_Edwards,0.0008173434966195407
Nassir_Little,0.0008093953863416046
Larry_Nance_Jr.,0.0008001480493579924
Aaron_Holiday,0.000799391102278851
Trey_Murphy_III,0.0007961855943334701
Jae_Crowder,0.0007890607844639849
John_Konchar,0.0007854184958265094
Tyler_Herro,0.000767417683697588
Shake_Milton,0.0007658728196186701
Jusuf_Nurkic,0.0007639682624360777
Jeremy_Sochan,0.0007633422755518126
Julian_Strawther,0.0007627291608168227
Mouhamed_Gueye,0.0007387315402814446
GG_Jackson,0.0007377261424287148
Jaylin_Williams,0.0007374313182455605
Onyeka_Okongwu,0.0007352194946273774
Day'Ron_Sharpe,0.0007339883372055381
Markelle_Fultz,0.0007325879774753306
Kevin_Porter_Jr.,0.0007301307047069223
Julian_Phillips,0.0007276314251745498
Lonnie_Walker_IV,0.0007206301405628845
Noah_Clowney,0.0007114862102332496
Dominick_Barlow,0.0007068167834152351
Craig_Porter_Jr.,0.0007065222752318574
Brandon_Miller,0.0007059583570802599
Desmond_Bane,0.0007006911368579033
Darius_Garland,0.0006882164559573586
Aaron_Gordon,0.0006707698660764817
Goga_Bitadze,0.0006651861994303577
Maxi_Kleber,0.0006637973634848019
Trey_Lyles,0.0006558534222606625
CJ_McCollum,0.0006548792317279535
Andre_Jackson_Jr.,0.000646221703699313
Mason_Plumlee,0.0006387107716375784
Jamal_Murray,0.0006367313712292592
Jordan_Hawkins,0.0006298689349505438
Deandre_Ayton,0.0006261101395707089
Lauri_Markkanen,0.0006227014085494058
Bryce_McGowens,0.0006170774460690215
Josh_Okogie,0.0006146998488263133
Bruno_Fernando,0.0006135648426953608
Devin_Vassell,0.0006134559490537381
Tre_Jones,0.0006114947875802976
Jaden_Ivey,0.0006012065379457154
DaQuan_Jeffries,0.0005999246991230233
Dalen_Terry,0.0005946350688076927
David_Roddy,0.0005938677713142115
Eric_Gordon,0.0005924771848836004
Mike_Conley,0.0005917041899878308
Jalen_Smith,0.0005902075195209523
Jonathan_Mogbo,0.0005897219020942213
D'Angelo_Russell,0.0005879173499434313
Cameron_Johnson,0.0005850769681438048
Torrey_Craig,0.0005775489099574323
Keon_Ellis,0.0005744439563484905
Josh_Richardson,0.0005722737283298616
Khris_Middleton,0.0005713675699351477
Jonathan_Isaac,0.0005680985326629548
Andre_Drummond,0.0005637809239089536
Caleb_Martin,0.0005552718012154781
Josh_Green,0.0005396980789693568
Malik_Monk,0.0005384890649744895
Gary_Harris,0.0005364475650874267
Isaac_Jones,0.0005306066485098637
Thomas_Bryant,0.0005265019554015157
Vince_Williams_Jr.,0.0005238010967009354
Oshae_Brissett,0.0005210475408792765
Kevin_Love,0.000520427891480215
Ben_Simmons,0.0005147978307563724
Anfernee_Simons,0.0005031349058387224
Jared_McCain,0.0005021885834222257
Justin_Champagnie,0.0005015135979849247
Moses_Moody,0.0004958685406072757
Anthony_Black,0.0004903900256947658
Jordan_Poole,0.0004819401963084511
Scoot_Henderson,0.000480555273091693
Bilal_Coulibaly,0.00047882641919699045
Naji_Marshall,0.000472608416424633
KJ_Simpson,0.00047165719108082537
Jett_Howard,0.0004635965593361968
Dennis_Smith_Jr.,0.0004574402707114883
Saddiq_Bey,0.000453841906146966
Josh_Minott,0.000445740467473823
Kel'el_Ware,0.0004443720153815258
Victor_Wembanyama,0.00043902336306537375
Paul_George,0.0004344516427247392
James_Wiseman,0.0004320444569958248
Jaylen_Brown,0.000431430857246827
LeBron_James,0.00042247322076988293
Rayan_Rupert,0.00042203398471040267
Kevon_Looney,0.0004206459284866326
Jordan_McLaughlin,0.00042029140308489575
Chris_Duarte,0.00041669794464104925
Karl-Anthony_Towns,0.00041152885063931195
Brandon_Ingram,0.0004036338431611667
Rob_Dillingham,0.00039684855193704635
Dante_Exum,0.00038467234580247115
Donte_DiVincenzo,0.00038204491222903797
Kris_Dunn,0.0003817282830261982
Mo_Bamba,0.00038050091048626183
Jaden_Hardy,0.000379843569149182
Alperen_Sengun,0.00037678920874886475
Shai_Gilgeous-Alexander,0.0003743665899650451
Cody_Williams,0.00037289910201307534
Matisse_Thybulle,0.00036058011115442116
Giannis_Antetokounmpo,0.0003587338108203135
Gradey_Dick,0.0003533928393234562
Ayo_Dosunmu,0.00035182225197573336
Clint_Capela,0.000342975621641777
Adem_Bona,0.00033862315036038785
Andrew_Wiggins,0.00033746795565247625
Dejounte_Murray,0.00033348745340236604
Ajay_Mitchell,0.0003312238691082376
Dyson_Daniels,0.0003221013546834693
Garrison_Mathews,0.00032013729808500797
Antonio_Reeves,0.0003193209891526488
Jalen_Pickett,0.0003179941015610949
Ja'Kobe_Walter,0.0003160014692578918
Santi_Aldama,0.0003154166212800798
Grayson_Allen,0.000314002114340624
Jamison_Battle,0.0003122723246057025
Ja_Morant,0.0003111144557355172
Cade_Cunningham,0.00030459907076262445
Kelly_Oubre_Jr.,0.00030403324692486624
Russell_Westbrook,0.0003006454812925569
Chris_Paul,0.00029197814285892074
Justin_Holiday,0.00027413333780695545
Amen_Thompson,0.0002688192907949039
Keldon_Johnson,0.00026457320884889856
Norman_Powell,0.00026207029395014113
Jordan_Miller,0.00026123331918733887
Mark_Williams,0.0002574916085456168
KJ_Martin,0.0002556994619966437
Haywood_Highsmith,0.0002542369741576954
Jordan_Walsh,0.0002542343389441888
Tyus_Jones,0.00024806037006764556
Isaiah_Hartenstein,0.00024671534134977966
Anthony_Davis,0.0002421028514948182
Brice_Sensabaugh,0.00024129612466051477
Jevon_Carter,0.0002389153562542342
Donovan_Clingan,0.00023836433535580142
Jaren_Jackson_Jr.,0.00023576489073002285
Drew_Eubanks,0.0002321825269420439
Brandin_Podziemski,0.00022861199257084936
DeMar_DeRozan,0.0002256039699578155
Zach_Edey,0.00021672919098093878
Devin_Booker,0.00021322500344407973
James_Harden,0.00021312521847520808
JT_Thor,0.00021122950634878105
Deni_Avdija,0.00020945006968008445
Jrue_Holiday,0.00020850043630984245
Pelle_Larsson,0.00020639682319360453
Duncan_Robinson,0.00020292182267211495
Malaki_Branham,0.00019594161135718386
Tyrese_Martin,0.0001956267028660686
Kenrich_Williams,0.00019496193707855134
Klay_Thompson,0.00019488278809043065
Fred_VanVleet,0.0001897864409867115
Kevin_Durant,0.00018890433280812299
Gary_Trent_Jr.,0.00018288258228582442
Alex_Sarr,0.0001823740004058827
Tyler_Kolek,0.0001818068723548502
Daniel_Theis,0.00017958415203234623
Jeremiah_Robinson-Earl,0.00017864431189185543
Ricky_Council_IV,0.00017824234952301462
Keyonte_George,0.0001778556817631443
Sandro_Mamukelashvili,0.00017589878138877672
Ivica_Zubac,0.00017279745683537604
Trayce_Jackson-Davis,0.00017210228850956052
Tobias_Harris,0.00017179348404833993
Toumani_Camara,0.0001607076227063627
Zach_Collins,0.00015801095981167083
Zaccharie_Risacher,0.0001575813637892842
Amir_Coffey,0.00015237493891904493
Cedi_Osman,0.000150626941835674
Rudy_Gobert,0.00014939258234173878
Tyrese_Haliburton,0.0001483911064441418
Tidjane_Salaun,0.00014740911624385925
Johnny_Furphy,0.00014509576822439619
Steven_Adams,0.00014374602293113224
Cole_Anthony,0.00014295019453505718
Kentavious_Caldwell-Pope,0.00014207833996141304
Brook_Lopez,0.00013060950466862697
Seth_Curry,0.00012544871628511646
Collin_Sexton,0.00012173620764582422
Stephen_Curry,0.00011881985910978752
Jay_Huff,0.00011727083532053497
Brandon_Boston,0.00011375977549365652
Hunter_Tyson,0.00010590902554780455
Derrick_White,0.00010175826445502978
Kyle_Filipowski,9.84463788624354e-05
Ryan_Rollins,9.791698793376526e-05
Jalen_Williams,9.37168226018267e-05
Ryan_Dunn,9.363251027676065e-05
Joe_Ingles,9.168476876305523e-05
Nic_Claxton,9.13762449350292e-05
Oso_Ighodaro,9.099823517149155e-05
Jaime_Jaquez_Jr.,9.051529825782002e-05
Bam_Adebayo,8.18272468494041e-05
Bobby_Portis,7.917240040534273e-05
Jalen_Brunson,7.808346384695262e-05
Nikola_Jokic,7.605085282923145e-05
Duop_Reath,7.55427836977255e-05
Sam_Hauser,7.406399003367525e-05
Johnny_Juzang,7.355617678120518e-05
Jericho_Sims,7.233274205921442e-05
Jayson_Tatum,6.0234697457643505e-05
Keegan_Murray,5.825698698303205e-05
Cody_Martin,5.814547346745627e-05
Olivier-Maxence_Prosper,5.6394109914235336e-05
Dillon_Brooks,5.588838082792902e-05
T.J._McConnell,5.459934073749895e-05
Caleb_Houstan,5.3631034806536724e-05
Coby_White,4.687675682181471e-05
Jaden_McDaniels,4.639478605363287e-05
AJ_Green,4.493433126194468e-05
Corey_Kispert,3.8890769126464756e-05
Tim_Hardaway_Jr.,3.858690568831051e-05
Kyshawn_George,3.394584464300752e-05
Julian_Champagnie,3.16284533486152e-05
Anthony_Edwards,2.9431514505646634e-05
Derrick_Jones_Jr.,2.340960478073014e-05
Jeff_Green,2.1570970919131916e-05
Obi_Toppin,2.017961728002308e-05
Peyton_Watson,1.67222021866834e-05
Nikola_Vucevic,1.605624941659867e-05
Gabe_Vincent,1.558093711636058e-05
Austin_Reaves,1.5430471627573817e-05
Isaiah_Joe,1.4997011725982309e-05
Javonte_Green,1.4675202652692932e-05
Josh_Giddey,1.2522715868581363e-05
Moussa_Diabate,1.1889136901933403e-05
Myles_Turner,9.101747697027288e-06
Ty_Jerome,6.516809537887318e-06
Aaron_Wiggins,6.445055128312064e-06
Jamal_Shead,1.5811144885754827e-06
Herbert_Jones,2.7774029490575637e-07
Cason_Wallace,0.0
Keon_Johnson,0.0
Jaylen_Wells,0.0
Jarrett_Allen,0.0
Domantas_Sabonis,0.0
Yves_Missi,0.0
Jalen_Wilson,0.0
Dalton_Knecht,0.0
Josh_Hart,0.0
Jarace_Walker,0.0
Kyle_Anderson,0.0
Malik_Beasley,0.0
Payton_Pritchard,0.0
Naz_Reid,0.0
Brandon_Clarke,0.0
Luguentz_Dort,0.0
Christian_Braun,0.0
Isaiah_Collier,0.0
Michael_Porter_Jr.,0.0
Moritz_Wagner,0.0
Matas_Buzelis,0.0
Scotty_Pippen_Jr.,0.0
Guerschon_Yabusele,0.0
Ronald_Holland_II,0.0
Taurean_Prince,0.0
Stephon_Castle,0.0
Georges_Niang,0.0
Tristan_da_Silva,0.0
